timestamp,direction,entry,exit,sl,tp1,pnl,exit_reason,reason,capital_after
2025-08-09 18:15:00,long,116669.23,117874.62651999999,116066.53174,117874.62651999999,2.909122183279394,tp,Bullish OB + RSI 30.3,52.6995192992468
2025-08-09 18:45:00,long,116634.91,117771.66652,116066.53174,117771.66652,3.074192100764854,tp,Bullish OB + RSI 34.9,55.773711400011656
2025-08-09 19:00:00,long,116647.14,117808.35651999999,116066.53174,117808.35651999999,3.2554423461792994,tp,Bullish OB + RSI 37.2,59.02915374619096
2025-08-09 20:00:00,long,116537.99,117480.90651999999,116066.53174,117480.90651999999,3.4236029731762216,tp,Bullish OB + RSI 28.9,62.45275671936718
2025-08-11 12:45:00,long,119643.7,118865.96166,118865.96166,121199.17667999999,-1.3259147001801783,sl,Bullish OB + RSI 16.7,61.126842019187
2025-08-11 13:15:00,long,119535.19,118865.96166,118865.96166,120873.64668,-1.3098829163118872,sl,Bullish OB + RSI 11.2,59.81695910287512
2025-08-14 06:30:00,long,121752.39,121186.50128,121186.50128,122884.16744,-1.2992973429242858,sl,Bullish OB + RSI 13.1,58.51766175995083
2025-08-14 06:45:00,long,121771.27,121186.50128,121186.50128,122940.80744000003,-1.2678382031355993,sl,Bullish OB + RSI 14.7,57.24982355681524
2025-08-22 02:30:00,short,113300.0,112018.02576000002,113940.98711999999,112018.02576000002,1.6358525094850116,tp,Bearish OB + RSI 69.1,58.88567606630025
2025-08-22 02:45:00,short,113153.96,113940.98711999999,113940.98711999999,111579.90576000004,-1.245443308672385,sl,Bearish OB + RSI 63.5,57.640232757627864
2025-08-27 13:45:00,short,111487.24,111960.73452,111960.73452,110540.25096000002,-1.26137867561819,sl,Bearish OB + RSI 61.5,56.378854082009674
2025-09-02 12:15:00,long,109432.11,108666.0324,108666.0324,110964.26520000001,-1.1920056143274973,sl,Bullish OB + RSI 23.8,55.186848467682175
2025-09-02 12:45:00,long,108795.99,109821.89016000002,108283.03992,109821.89016000002,3.2162460006136926,tp,Bullish FVG + RSI 10.9,58.40309446829587
2025-09-08 01:30:00,long,110869.54,112105.84931999996,110251.38534000001,112105.84931999996,1.636035132802829,tp,Bullish OB + RSI 39.6,60.0391296010987
2025-09-17 14:45:00,long,115606.61,117804.55844000001,114507.63578,117804.55844000001,2.260507353881163,tp,Bullish OB + RSI 27.9,62.29963695497986
2025-10-04 10:00:00,long,122229.0,123803.79988,121441.60006,123803.79988,3.659116270557242,tp,Bullish OB + RSI 35.8,65.95875322553711
2025-10-05 09:45:00,long,123020.5,123955.3,122165.18,124731.14000000001,-0.07589467147904524,timeout,Bullish FVG + RSI 9.3,65.88285855405806
2025-10-20 00:30:00,long,107846.82,109126.34760000004,107207.05619999999,109126.34760000004,3.862541824143913,tp,Bullish OB + RSI 33.6,69.74540037820198
2025-10-28 19:30:00,long,114006.54,113256.3334,113256.3334,115506.95319999997,-1.4796999225168923,sl,Bullish OB + RSI 37.4,68.26570045568509
2025-11-07 05:15:00,short,102407.99,99556.54416,103833.71292,99556.54416,2.0079242694950823,tp,Bearish OB + RSI 62.7,70.27362472518017
2025-11-08 19:00:00,short,102126.16,102780.5007,102780.5007,100817.4786,-1.4932160867021471,sl,Bearish OB + RSI 70.4,68.78040863847802
2025-11-08 21:45:00,short,102272.81,102780.5007,102780.5007,101257.42859999998,-1.4864530736417698,sl,Bearish OB + RSI 60.3,67.29395556483625
2025-11-18 08:45:00,short,91220.0,91807.749,91807.749,90044.50200000001,-1.4294325278282636,sl,Bearish FVG + RSI 66.3,65.86452303700798
2025-11-18 16:30:00,short,93330.56,90774.24047999998,94608.71976,90774.24047999998,3.1421361459235997,tp,Bearish OB + RSI 69.5,69.00665918293159
2025-11-19 23:30:00,short,91284.91,92041.01460000001,92041.01460000001,89772.70079999999,-1.4467828686140152,sl,Bearish OB + RSI 82.7,67.55987631431756
2025-11-21 14:45:00,short,84850.0,83107.79999999999,85721.1,83107.79999999999,1.573693643491527,tp,Bearish FVG + RSI 62.4,69.13356995780909
2025-11-25 12:15:00,short,87636.0,86952.61164000002,87977.69417999999,86952.61164000002,4.004506756930594,tp,Bearish FVG + RSI 66.1,73.13807671473968
2025-11-27 13:30:00,long,90822.96,91636.62928000001,90416.12536,91636.62928000001,3.1591927533006583,tp,Bullish FVG + RSI 22.8,76.29726946804034
2025-11-27 13:45:00,long,90852.78,91726.08927999999,90416.12536,91726.08927999999,4.449006377879766,tp,Bullish FVG + RSI 21.3,80.74627584592011
2025-11-28 01:15:00,long,90945.0,92037.77908,90398.61046000001,92037.77908,2.313899398557888,tp,Bullish OB + RSI 35.4,83.060175244478
2025-11-28 01:30:00,long,91037.25,92314.52907999998,90398.61046000001,92314.52907999998,2.396087560845442,tp,Bullish OB + RSI 36.5,85.45626280532345
2025-12-09 20:45:00,long,93116.76,92691.16616,92691.16616,93967.94768,-1.8587028028893868,sl,Bullish FVG + RSI 32.9,83.59756000243407
2025-12-18 09:45:00,short,87280.95,88105.03,89864.54033999999,82113.76932,-0.02259328606932154,timeout,Bearish OB + RSI 73.0,83.57496671636474
2025-12-19 03:30:00,short,87041.93,88027.704,88027.704,85070.38199999998,-1.7305353925124618,sl,Bearish FVG + RSI 74.0,81.84443132385228
2025-12-19 03:45:00,short,86891.39,88027.704,88027.704,84618.762,-1.6869563113000017,sl,Bearish FVG + RSI 72.3,80.15747501255227
2026-01-05 04:45:00,long,92595.07,92241.96636,92241.96636,93301.27728000001,-1.7713083333870732,sl,Bullish FVG + RSI 39.3,78.3861666791652
2026-01-06 16:45:00,long,92692.32,92350.33918000001,92350.33918000001,93376.28164,-1.7376929978562556,sl,Bullish OB + RSI 35.6,76.64847368130894
2026-01-22 19:45:00,short,89777.9,88773.32003999996,90280.18998000001,88773.32003999996,2.1889349658263204,tp,Bearish OB + RSI 70.2,78.83740864713526
2026-01-26 15:15:00,short,88492.82,87178.79244000002,89149.83378,87178.79244000002,2.5259631170060026,tp,Bearish OB + RSI 65.9,81.36337176414126
2026-01-27 14:15:00,short,88264.54,87815.16959999998,88489.2252,87815.16959999998,4.624149589319458,tp,Bearish FVG + RSI 67.3,85.98752135346072
